Size,Plain,Auto,AVX
1910036,0.00696197,0.000303819,0.000219306
1914334,0.0069862,0.00031228,0.000203909
1915014,0.00707286,0.000332992,0.000224719
1918583,0.0070201,0.000275016,0.000218897
1918985,0.00700118,0.000257562,0.000222379
1919488,0.00696021,0.000305261,0.000210991
1929778,0.00699728,0.000297268,0.000228183
1929933,0.00704602,0.000301406,0.000222155
1935390,0.00702344,0.000273207,0.000220367
1937736,0.00704193,0.00025399,0.000228424
1941186,0.00702845,0.000267274,0.000223647
1962220,0.00712683,0.000273032,0.000221778
1974920,0.0071698,0.000259759,0.000230442
1977044,0.00717536,0.000281881,0.000228906
1985763,0.00720436,0.000268681,0.000205316
1988137,0.00721157,0.000273312,0.000237887
1992923,0.0072603,0.000280027,0.000241638
